Temperature (°C),Pressure (bar),CO2 Concentration (%),Flow Rate (m³/h),Sorbent Type,Surface Area (m²/g),Pore Size (nm),Stability (1-10),pH Level,CO2 Outlet Concentration (%),Energy Consumption (MJ/kg CO2),Cycle Time (min),Capture Efficiency (%),Regeneration Temp (°C),Solvent Concentration (%),Reactor Volume (m³),Residence Time (s),Reboiler Duty (kW),Column Height (m),CO2 Emitted (kg/hr),Energy Used Efficiently (MJ)
98.71,8.65,10.47,1744.63,MEA,0.5,1.2,7,7.57,4.08,5.37,57.67,74.77,141.07,25.1,8.02,238.91,1084.98,39.22,218.5,242.46
94.85,6.79,8.61,1482.3,Zeolite 13X,600.0,1.0,8,8.12,3.68,2.85,7.24,85.72,90.9,33.51,6.36,222.44,2056.24,33.9,143.23,444.28
60.91,3.95,17.23,1679.63,MEA,0.5,1.2,7,7.81,2.95,2.46,42.44,91.05,147.51,33.52,6.01,175.46,1916.26,16.74,470.11,619.15
106.79,4.12,19.05,690.46,Zeolite 13X,600.0,1.0,8,8.76,3.12,2.54,26.69,91.44,89.81,38.4,4.69,160.23,3806.04,23.53,215.58,247.59
52.4,8.46,11.14,620.5,Zeolite 13X,600.0,1.0,8,5.03,1.13,2.68,35.89,73.97,96.18,35.27,8.11,240.32,946.22,28.47,121.74,170.63
41.24,2.81,7.88,525.12,Amine-Grafted Silica,900.0,1.1,8,5.52,2.36,4.55,18.46,93.5,121.97,23.26,6.83,207.11,920.25,46.07,56.81,107.67
69.6,9.23,8.76,995.47,MOF-5,3500.0,0.8,9,5.82,2.04,5.71,8.21,53.28,112.26,21.48,5.0,129.85,1467.89,37.3,131.12,92.72
98.15,1.95,7.31,954.44,MOF-5,3500.0,0.8,9,6.73,4.6,4.61,44.11,86.87,118.4,13.06,6.66,86.78,3208.85,14.21,50.7,179.46
119.46,9.87,18.51,223.58,Zeolite 13X,600.0,1.0,8,6.65,2.51,3.32,59.42,67.36,124.78,29.44,3.7,247.44,4159.82,32.94,70.11,45.23
42.54,6.54,9.88,511.82,MOF-5,3500.0,0.8,9,7.9,2.75,5.69,44.07,55.28,148.1,23.29,0.57,216.86,1161.66,36.45,71.53,49.64
82.3,5.91,13.58,768.45,Amine-Grafted Silica,900.0,1.1,8,5.09,2.72,5.93,32.55,50.89,136.56,10.46,3.2,50.72,2700.1,40.53,163.57,65.84
98.42,1.11,19.61,1304.49,MEA,0.5,1.2,7,8.98,3.56,2.58,25.04,65.68,87.86,12.9,3.33,285.05,2990.03,44.91,410.37,330.81
55.65,2.24,16.1,122.54,MOF-5,3500.0,0.8,9,5.11,4.53,3.89,8.12,97.38,122.4,15.55,9.4,227.82,2600.08,14.83,27.79,30.6
68.04,6.37,10.91,376.15,MOF-5,3500.0,0.8,9,7.64,2.64,2.57,45.66,84.12,122.84,23.09,6.09,114.07,4309.44,6.98,60.97,122.64
83.47,8.74,12.94,1417.3,Amine-Grafted Silica,900.0,1.1,8,5.75,3.73,5.99,45.93,69.86,86.0,18.29,4.29,116.09,4986.1,47.05,255.85,165.02
74.93,3.01,7.21,284.81,MOF-5,3500.0,0.8,9,6.45,3.32,4.11,14.93,79.69,133.99,20.02,0.92,65.62,4716.56,40.49,21.72,55.09
98.75,7.19,9.85,1819.39,MOF-5,3500.0,0.8,9,5.86,2.48,2.75,20.0,56.23,132.55,23.62,9.47,204.7,503.06,24.48,262.81,370.67
32.59,3.63,8.42,639.84,Activated Carbon,1200.0,1.5,6,7.72,5.0,5.84,56.06,50.1,122.07,36.91,7.19,114.11,2923.81,22.39,42.89,54.8
117.58,5.09,15.26,960.15,Activated Carbon,1200.0,1.5,6,7.07,4.57,2.51,58.75,61.19,138.14,36.81,5.89,70.77,4929.22,44.25,201.17,233.14
50.27,8.31,18.5,1514.23,Zeolite 13X,600.0,1.0,8,6.08,3.18,5.75,51.09,67.9,122.57,17.95,5.63,64.01,4593.73,49.55,454.68,178.5
111.09,7.34,14.67,235.09,Activated Carbon,1200.0,1.5,6,5.73,2.5,3.44,15.55,87.0,132.6,35.12,1.77,27.37,913.52,13.53,56.08,59.28
116.12,1.89,6.15,293.87,MOF-5,3500.0,0.8,9,5.05,1.04,2.45,49.62,81.65,87.62,21.92,2.12,143.12,3651.92,20.48,29.43,97.54
35.6,5.23,12.2,1616.07,Zeolite 13X,600.0,1.0,8,5.56,4.49,2.77,10.79,53.0,147.66,32.61,4.35,276.56,1870.11,15.72,244.21,308.1
100.74,2.83,12.18,229.34,Zeolite 13X,600.0,1.0,8,6.55,1.85,5.48,13.74,98.8,116.37,35.47,2.91,297.12,2802.42,49.74,46.43,41.27
37.51,5.68,8.04,854.81,Activated Carbon,1200.0,1.5,6,6.59,2.54,3.77,19.21,93.7,89.74,35.55,4.09,157.85,3016.51,46.54,92.15,211.89
97.63,1.59,18.0,596.36,Activated Carbon,1200.0,1.5,6,8.87,1.23,2.29,42.05,72.02,86.6,28.59,9.46,105.42,968.44,49.6,196.02,186.74
49.56,5.72,18.77,316.28,Activated Carbon,1200.0,1.5,6,7.65,4.99,5.66,52.18,97.86,123.46,30.12,9.52,96.15,1094.62,19.52,85.42,54.59
83.06,4.02,5.92,1961.32,Activated Carbon,1200.0,1.5,6,5.75,2.42,5.8,21.65,89.61,135.57,29.37,3.81,200.86,710.11,29.45,134.55,302.5
33.46,3.15,16.94,1656.64,Zeolite 13X,600.0,1.0,8,8.39,1.85,5.93,35.57,82.07,137.78,25.44,5.12,239.65,4129.11,38.74,489.97,228.89
41.58,2.13,17.23,674.99,Activated Carbon,1200.0,1.5,6,6.8,3.8,4.83,32.84,92.38,143.84,29.82,5.64,106.77,1425.73,48.59,177.68,128.83
46.66,1.69,16.75,1521.29,MOF-5,3500.0,0.8,9,6.85,1.08,2.34,29.68,93.23,106.21,29.28,8.44,117.85,2807.58,8.93,467.24,603.53
102.65,5.74,9.14,723.62,MOF-5,3500.0,0.8,9,8.69,2.6,4.29,32.26,83.98,147.05,32.09,6.69,57.01,2211.53,19.0,92.76,141.32
58.86,8.64,10.1,477.78,Amine-Grafted Silica,900.0,1.1,8,7.51,2.7,2.43,48.46,68.02,143.82,36.8,1.13,298.6,1706.69,48.21,69.3,133.19
84.41,6.98,12.27,877.29,Zeolite 13X,600.0,1.0,8,5.09,1.93,4.99,9.13,67.16,91.59,21.9,2.49,109.97,1228.28,37.71,177.8,117.84
56.8,9.1,8.18,1678.96,Activated Carbon,1200.0,1.5,6,5.11,1.22,5.35,8.51,64.44,115.06,19.94,6.24,183.28,755.31,30.47,229.04,201.85
85.49,2.64,5.45,180.64,MEA,0.5,1.2,7,5.96,0.99,3.38,46.52,51.23,101.65,27.16,8.59,226.27,4217.69,47.48,15.79,27.3
98.5,5.17,16.56,519.13,Zeolite 13X,600.0,1.0,8,6.95,2.74,4.39,33.71,50.21,141.85,27.56,7.11,113.7,2737.02,37.0,140.62,59.24
79.03,4.85,19.27,427.57,MOF-5,3500.0,0.8,9,5.85,1.01,4.63,34.6,64.96,138.93,21.38,9.55,178.86,2927.28,6.55,153.03,59.86
43.51,3.83,19.9,1132.12,MEA,0.5,1.2,7,6.44,4.44,2.76,15.06,89.5,136.48,14.57,6.79,62.89,1908.51,49.89,343.05,365.79
110.68,8.98,6.99,221.71,MOF-5,3500.0,0.8,9,8.57,2.37,4.58,33.96,83.96,122.4,18.0,3.09,143.96,2581.75,35.81,20.08,40.56
58.44,3.98,6.58,719.26,Activated Carbon,1200.0,1.5,6,8.41,4.63,3.17,23.85,91.07,90.89,30.42,1.93,83.63,564.81,45.75,27.49,205.98
55.21,9.75,19.09,1501.52,Activated Carbon,1200.0,1.5,6,6.26,2.08,5.45,41.94,61.37,87.36,30.19,3.6,137.84,862.51,6.91,500.6,168.77
78.78,1.39,16.34,1464.31,Activated Carbon,1200.0,1.5,6,6.01,3.85,3.47,40.48,77.81,108.67,12.56,7.22,154.5,3190.94,49.49,358.47,327.41
32.86,8.37,6.2,1373.79,Amine-Grafted Silica,900.0,1.1,8,6.48,4.15,3.45,37.6,72.25,145.31,36.92,9.76,96.65,1019.75,7.45,55.2,286.87
101.3,8.45,10.68,110.62,MOF-5,3500.0,0.8,9,7.85,4.03,4.56,51.22,95.52,142.82,15.78,9.45,216.31,2233.61,20.74,14.42,23.12
67.36,8.61,16.45,731.81,Amine-Grafted Silica,900.0,1.1,8,5.82,4.07,5.5,31.6,70.83,80.67,24.68,5.71,239.22,2801.03,28.46,177.57,94.07
43.69,5.15,5.47,1189.5,MOF-5,3500.0,0.8,9,7.41,3.36,2.66,28.85,67.9,143.46,30.95,2.27,56.5,2251.18,24.18,49.19,302.5
65.85,8.27,13.19,1819.96,MOF-5,3500.0,0.8,9,5.39,1.0,5.7,27.4,92.68,107.55,20.01,7.3,189.7,1661.7,10.87,434.83,295.4
71.22,6.35,10.87,1194.72,MEA,0.5,1.2,7,5.06,1.31,2.61,45.32,71.41,110.26,10.97,3.38,115.26,2073.72,36.6,223.86,325.63
51.89,2.41,11.06,1633.13,Activated Carbon,1200.0,1.5,6,8.88,2.17,2.64,31.6,83.2,102.85,16.82,5.66,214.63,4340.36,14.49,284.56,512.74
51.99,1.03,7.85,208.45,MEA,0.5,1.2,7,5.67,4.48,2.82,36.63,77.45,143.25,19.34,1.62,153.64,2367.02,26.15,13.77,57.05
31.46,7.09,13.52,534.52,Zeolite 13X,600.0,1.0,8,6.57,3.96,2.96,25.65,81.26,113.19,16.81,2.3,172.54,4903.37,15.53,100.16,146.25
56.93,6.52,15.6,1263.45,Amine-Grafted Silica,900.0,1.1,8,7.13,2.77,3.55,42.4,90.42,106.95,39.92,6.88,29.15,4492.08,15.41,317.72,320.9
65.87,5.21,17.23,496.36,MOF-5,3500.0,0.8,9,7.59,0.69,4.14,44.71,63.16,99.97,33.41,6.03,271.56,1761.42,41.66,160.91,75.54
52.37,8.63,10.06,1619.99,MEA,0.5,1.2,7,6.69,3.74,2.61,49.68,95.02,104.59,18.07,3.17,233.56,1780.17,35.34,200.67,587.52
41.33,5.1,6.34,1093.85,Zeolite 13X,600.0,1.0,8,6.12,3.8,2.56,10.44,80.18,123.98,38.05,3.23,104.37,1586.62,42.43,54.46,341.26
54.65,6.47,5.22,1698.21,MOF-5,3500.0,0.8,9,8.7,2.38,3.84,26.62,96.02,135.53,16.27,4.04,148.42,3520.7,12.77,94.53,423.54
61.65,2.78,8.95,597.13,Activated Carbon,1200.0,1.5,6,6.0,3.75,5.78,51.11,62.81,97.76,20.97,9.39,289.51,3562.23,12.29,60.86,64.78
48.32,7.5,16.59,647.2,MOF-5,3500.0,0.8,9,7.58,2.96,3.28,58.99,82.5,99.09,13.33,8.46,101.02,1887.59,7.61,172.9,162.29
100.72,1.55,6.02,787.97,MEA,0.5,1.2,7,8.61,0.87,3.06,23.46,98.89,99.19,17.37,5.82,167.31,752.32,5.93,79.54,253.82
92.5,2.81,13.21,1773.14,Zeolite 13X,600.0,1.0,8,6.11,1.16,5.54,5.08,57.55,137.61,39.49,1.4,176.72,3359.15,47.54,418.78,183.86
112.02,1.19,12.01,125.65,MOF-5,3500.0,0.8,9,6.23,3.46,2.64,27.49,83.18,125.72,25.64,4.08,233.96,4779.81,38.35,21.06,39.44
35.27,9.73,13.23,1407.65,MOF-5,3500.0,0.8,9,5.67,3.67,2.96,56.09,55.0,128.97,21.35,9.8,25.61,4923.0,26.74,263.76,260.68
35.25,1.15,16.93,933.01,MEA,0.5,1.2,7,8.37,3.85,4.14,18.62,65.54,80.6,21.8,5.24,173.5,1274.08,49.59,239.19,147.35
34.84,2.04,12.27,1078.89,Zeolite 13X,600.0,1.0,8,6.23,1.39,4.73,50.72,73.15,133.68,38.77,8.9,161.05,3638.95,7.15,230.07,166.5
38.12,5.41,8.66,740.16,MOF-5,3500.0,0.8,9,5.57,4.18,5.44,53.24,76.64,141.28,25.45,1.08,290.92,1182.62,40.85,64.99,104.08
78.32,8.8,9.24,849.44,MEA,0.5,1.2,7,8.52,4.19,5.39,53.45,59.04,91.44,31.97,9.36,288.15,3849.29,14.5,84.08,92.87
86.62,9.35,18.26,1324.63,Amine-Grafted Silica,900.0,1.1,8,5.23,2.94,3.73,11.26,81.4,107.41,21.9,3.77,223.19,4554.33,26.26,397.75,288.3
76.15,2.42,13.72,437.78,MOF-5,3500.0,0.8,9,5.79,4.7,3.14,59.97,69.7,113.69,33.45,6.29,104.7,2281.55,14.31,77.4,96.87
63.48,8.03,15.05,695.01,Zeolite 13X,600.0,1.0,8,5.69,1.42,5.63,57.57,51.84,137.77,28.21,7.3,151.66,3589.66,5.08,185.67,63.88
61.8,2.64,6.04,593.31,MOF-5,3500.0,0.8,9,8.07,4.09,2.89,46.27,64.45,96.51,18.77,8.58,143.04,4010.89,44.94,22.68,131.86
57.28,4.15,14.14,798.37,MEA,0.5,1.2,7,8.31,4.78,4.92,37.33,82.11,96.33,35.06,0.71,181.5,3487.77,25.92,146.47,132.97
116.96,5.94,17.24,882.28,Activated Carbon,1200.0,1.5,6,6.96,3.99,3.46,17.94,69.29,136.72,32.72,5.59,249.13,3096.7,42.06,229.13,176.18
31.7,5.2,8.8,633.81,MEA,0.5,1.2,7,6.2,2.35,2.13,25.03,73.57,149.79,11.45,1.74,155.01,1091.33,44.37,80.13,217.89
54.84,5.84,11.33,1815.16,Activated Carbon,1200.0,1.5,6,7.64,2.84,3.4,48.23,96.97,112.99,14.1,7.53,108.08,1965.03,27.86,302.05,516.18
90.9,3.24,9.03,573.45,Activated Carbon,1200.0,1.5,6,6.56,1.59,5.22,55.61,82.82,121.05,29.19,6.09,87.96,1183.61,32.5,83.62,90.81
49.95,4.62,19.85,955.97,Amine-Grafted Silica,900.0,1.1,8,7.96,3.25,3.43,40.14,87.0,119.0,16.77,1.19,111.89,3135.01,39.54,311.03,241.77
67.1,2.16,10.21,721.79,Zeolite 13X,600.0,1.0,8,6.56,1.48,3.66,41.37,73.38,116.28,14.43,0.63,222.46,2409.87,38.04,123.5,144.32
67.87,8.16,13.57,1701.23,MEA,0.5,1.2,7,6.73,2.98,3.25,21.44,56.01,94.84,32.17,9.36,208.07,577.11,15.34,353.11,292.29
48.04,8.79,9.65,767.18,MOF-5,3500.0,0.8,9,6.52,0.56,5.43,8.62,97.26,135.22,23.66,6.46,159.19,1673.48,46.39,136.68,137.16
32.34,1.02,17.64,892.28,MEA,0.5,1.2,7,6.26,2.01,5.43,21.71,70.09,127.68,31.68,8.39,99.61,4896.2,29.02,273.35,114.96
71.78,1.28,8.56,1121.93,MOF-5,3500.0,0.8,9,7.24,1.19,4.57,5.96,58.03,124.86,14.34,6.27,207.97,3530.12,18.31,162.07,142.15
97.83,1.75,7.59,1349.76,Activated Carbon,1200.0,1.5,6,5.85,0.96,2.28,56.8,98.66,123.44,32.51,1.53,293.48,2277.96,29.31,175.4,581.52
65.14,5.62,11.1,978.42,Activated Carbon,1200.0,1.5,6,5.42,1.1,4.5,22.4,58.06,117.53,12.63,5.34,74.73,1412.24,29.46,191.77,125.96
69.61,5.0,10.82,429.71,MOF-5,3500.0,0.8,9,5.07,4.14,2.12,43.07,91.08,130.29,18.44,2.72,208.85,4018.33,43.82,56.26,183.75
100.81,8.85,6.05,130.84,MEA,0.5,1.2,7,5.7,2.47,3.74,52.69,76.37,88.97,31.44,2.6,61.17,4428.5,20.56,9.18,26.65
111.06,4.09,8.68,667.8,MEA,0.5,1.2,7,7.37,2.74,3.92,21.02,70.43,99.9,21.09,0.68,231.06,1967.45,27.12,77.75,119.68
111.04,1.98,6.55,593.1,Activated Carbon,1200.0,1.5,6,6.88,2.98,4.96,28.87,84.3,141.65,29.34,4.64,72.51,4953.21,40.25,41.5,100.6
84.9,5.27,13.66,263.01,MEA,0.5,1.2,7,7.93,4.28,5.79,25.79,85.85,96.83,16.41,9.73,211.19,2131.82,34.6,48.35,38.93
41.02,2.55,18.64,490.75,Amine-Grafted Silica,900.0,1.1,8,8.63,3.91,4.6,9.87,83.89,142.75,27.73,0.69,159.48,3686.37,25.47,141.68,89.3
35.34,7.95,11.63,779.22,Amine-Grafted Silica,900.0,1.1,8,8.5,1.84,3.14,57.05,82.34,102.94,17.71,4.89,176.15,1082.74,21.53,149.52,203.69
69.67,6.91,15.57,1759.26,Activated Carbon,1200.0,1.5,6,6.28,2.99,2.61,11.4,84.39,137.14,28.36,8.47,219.88,3223.82,40.38,433.78,566.66
54.85,2.38,15.77,1363.09,MEA,0.5,1.2,7,6.23,4.51,2.95,44.52,64.26,92.99,11.05,3.53,82.38,4132.1,36.98,300.83,295.92
58.15,7.42,11.55,1128.77,MEA,0.5,1.2,7,6.76,4.11,2.2,8.87,74.27,110.12,10.39,6.58,35.34,1946.38,11.78,164.6,379.34
37.16,8.71,7.16,1639.16,Amine-Grafted Silica,900.0,1.1,8,5.35,1.76,2.01,43.28,76.65,101.95,32.08,6.73,117.72,1636.35,23.85,173.49,621.99
93.23,8.09,6.71,739.8,MOF-5,3500.0,0.8,9,8.62,0.56,3.59,17.73,81.33,149.85,31.91,6.29,48.51,1524.24,38.62,89.18,167.13
108.23,7.27,16.86,1180.19,Zeolite 13X,600.0,1.0,8,7.67,3.21,4.61,27.31,54.3,108.23,11.68,2.21,183.81,2140.66,24.11,315.75,138.71
88.45,3.72,6.8,431.63,Amine-Grafted Silica,900.0,1.1,8,8.84,2.75,2.86,13.51,75.7,91.54,21.85,1.38,245.34,1824.54,12.19,34.26,113.85
49.35,2.37,10.64,1403.88,Activated Carbon,1200.0,1.5,6,6.4,3.42,5.99,15.96,75.67,96.1,10.6,5.6,61.29,4832.34,8.99,198.67,177.05
86.66,7.3,14.96,566.72,Zeolite 13X,600.0,1.0,8,5.41,3.11,4.74,50.39,96.22,146.09,32.01,4.21,235.26,2487.68,33.28,131.63,114.8
96.84,9.08,9.87,1521.63,MOF-5,3500.0,0.8,9,7.72,1.81,3.44,15.05,58.07,137.07,16.88,6.04,135.77,1902.04,24.84,240.38,256.12
96.68,9.93,14.53,787.74,MOF-5,3500.0,0.8,9,8.86,2.25,4.31,46.51,54.55,129.04,21.09,5.95,86.61,2896.76,38.62,189.6,99.47
72.92,9.81,9.39,890.33,MOF-5,3500.0,0.8,9,6.7,0.81,3.34,35.23,96.29,84.43,34.63,7.84,235.83,1707.08,9.87,149.73,255.91
64.03,8.21,17.98,1533.29,Amine-Grafted Silica,900.0,1.1,8,7.81,2.62,2.39,7.98,85.77,118.63,36.34,4.69,210.47,1516.96,33.0,461.61,547.96
75.59,2.36,19.64,662.39,Zeolite 13X,600.0,1.0,8,7.66,3.26,5.1,52.15,72.22,103.72,34.18,4.97,205.28,656.33,14.9,212.66,93.62
61.23,8.61,6.26,1621.66,Activated Carbon,1200.0,1.5,6,7.44,1.17,2.11,12.6,64.49,146.82,15.33,0.94,293.66,2130.97,37.8,161.78,493.31
48.36,4.88,7.61,817.46,Activated Carbon,1200.0,1.5,6,8.7,3.77,4.35,46.98,64.87,109.43,22.49,6.38,148.93,1596.95,15.78,61.53,121.63
43.43,6.95,11.33,319.17,MOF-5,3500.0,0.8,9,5.51,4.67,5.3,35.81,75.53,97.84,21.0,7.87,112.07,3433.71,10.85,41.66,45.4
37.78,9.73,10.1,1749.52,Amine-Grafted Silica,900.0,1.1,8,7.79,1.83,2.55,50.2,83.2,121.88,32.25,7.85,279.75,2695.58,30.73,283.58,568.59
106.44,4.8,13.19,610.87,MEA,0.5,1.2,7,6.39,4.45,4.32,34.59,89.33,88.6,22.13,1.31,24.3,4438.37,16.24,104.64,126.03
100.42,6.19,13.08,1869.1,Amine-Grafted Silica,900.0,1.1,8,7.35,1.55,3.98,55.82,70.52,138.4,14.51,9.19,66.05,702.58,17.98,422.39,330.35
80.19,7.68,17.69,598.94,MOF-5,3500.0,0.8,9,5.2,3.09,2.68,46.52,72.42,93.34,18.59,6.42,47.08,4182.67,28.43,171.39,161.25
79.17,3.96,16.17,1615.31,Activated Carbon,1200.0,1.5,6,5.01,0.6,4.11,8.21,67.95,139.97,36.28,9.5,96.6,673.09,35.21,492.95,266.41
61.67,3.06,14.8,154.45,Zeolite 13X,600.0,1.0,8,5.7,0.82,5.38,55.42,96.16,107.79,23.39,6.36,224.46,1243.32,30.28,42.32,27.55
76.78,5.49,18.45,1246.53,Activated Carbon,1200.0,1.5,6,6.38,4.51,5.5,10.85,58.64,149.03,15.5,6.22,156.11,3030.92,37.0,340.58,132.66
38.6,5.79,8.06,1998.46,Activated Carbon,1200.0,1.5,6,8.29,1.16,4.58,56.93,95.54,98.31,37.91,5.87,210.82,919.23,35.07,270.27,415.98
41.7,2.2,9.93,611.63,Activated Carbon,1200.0,1.5,6,5.81,1.14,5.87,6.77,98.67,141.46,18.38,2.62,176.97,722.12,16.8,105.37,102.64
36.66,6.21,7.05,1164.73,Amine-Grafted Silica,900.0,1.1,8,5.49,3.89,4.96,57.28,56.06,143.37,33.57,5.42,255.03,2784.36,26.25,72.14,131.38
116.09,5.6,19.64,1230.73,Activated Carbon,1200.0,1.5,6,6.51,3.55,2.06,12.75,57.26,112.22,18.27,3.08,298.25,1981.91,41.08,388.13,340.44
50.77,2.41,16.59,929.17,Zeolite 13X,600.0,1.0,8,6.34,3.61,3.99,28.35,91.8,117.3,26.78,6.47,268.52,3541.91,6.01,236.39,213.24
58.17,3.03,13.7,1141.69,MEA,0.5,1.2,7,7.86,1.49,5.7,44.08,90.21,113.68,14.64,9.27,155.52,4812.91,15.84,273.22,180.37
109.13,4.08,7.87,1032.74,Activated Carbon,1200.0,1.5,6,5.49,2.03,4.57,39.23,86.05,127.27,17.15,4.18,155.37,4907.1,10.12,118.21,194.03
90.45,2.1,12.71,396.22,Amine-Grafted Silica,900.0,1.1,8,8.26,2.48,4.49,30.11,93.14,110.12,15.22,4.3,48.73,3061.1,28.41,79.45,82.01
103.7,2.12,7.43,1354.62,MEA,0.5,1.2,7,7.21,0.88,5.98,31.38,66.7,103.61,28.5,5.46,91.61,2223.02,25.07,173.91,150.84
115.66,9.31,18.24,639.86,Activated Carbon,1200.0,1.5,6,7.27,2.16,5.03,42.41,81.28,89.33,16.36,9.32,156.0,2822.3,21.05,201.66,103.19
77.36,1.39,12.08,683.34,MEA,0.5,1.2,7,5.59,4.35,2.27,26.21,87.28,126.15,29.97,3.61,201.49,2422.5,41.54,103.53,261.59
87.83,6.72,12.7,1453.16,Amine-Grafted Silica,900.0,1.1,8,7.6,1.01,4.78,42.59,50.58,90.02,36.49,8.16,42.22,553.68,44.23,332.95,153.45
69.86,4.0,15.7,454.3,Amine-Grafted Silica,900.0,1.1,8,7.16,1.58,2.52,51.33,55.02,83.09,23.58,3.31,200.81,2716.21,27.79,125.73,98.8
103.45,8.4,12.32,1688.74,MEA,0.5,1.2,7,6.95,3.81,4.7,40.46,95.04,102.74,25.72,6.92,66.54,1467.78,42.22,281.68,340.76
117.75,5.07,18.73,169.17,MOF-5,3500.0,0.8,9,6.76,2.47,4.25,55.12,83.79,93.25,33.11,2.64,94.36,1903.18,48.44,53.91,33.27
65.56,7.83,15.6,452.09,Zeolite 13X,600.0,1.0,8,5.9,4.05,4.1,45.5,94.66,89.31,16.51,5.1,205.47,2672.74,38.27,102.34,104.12
108.47,2.23,19.66,1015.36,Activated Carbon,1200.0,1.5,6,6.97,2.5,2.67,57.7,92.91,140.27,17.16,3.67,188.85,1222.89,45.98,341.5,352.0
57.33,4.95,7.74,1063.16,Activated Carbon,1200.0,1.5,6,7.98,4.73,3.1,7.35,64.15,128.63,28.69,6.81,171.43,688.99,30.72,62.72,219.3
46.33,7.62,13.57,240.65,MOF-5,3500.0,0.8,9,7.72,1.57,3.24,50.53,56.48,136.68,14.54,5.09,230.35,4201.03,33.42,56.6,41.82
108.96,8.8,12.95,1459.48,Zeolite 13X,600.0,1.0,8,8.53,2.24,2.58,37.63,95.4,119.61,25.92,2.07,247.29,4036.34,20.38,306.37,537.58
42.44,2.8,10.71,617.5,MOF-5,3500.0,0.8,9,8.76,0.8,4.07,13.9,73.35,132.86,36.1,9.57,219.4,1064.13,37.11,119.94,111.01
87.05,1.62,6.43,1532.32,Activated Carbon,1200.0,1.5,6,5.3,3.53,2.49,30.38,83.45,116.76,26.35,9.03,60.87,2041.68,25.1,87.1,511.49
30.34,8.34,16.54,1245.98,MEA,0.5,1.2,7,5.13,2.08,3.74,33.64,54.0,89.1,33.39,5.05,263.73,3105.11,14.98,353.13,179.42
57.54,5.4,10.61,1069.63,Zeolite 13X,600.0,1.0,8,6.33,0.82,3.52,43.31,82.26,126.54,15.39,0.84,177.49,2043.42,24.78,205.24,249.26
37.22,2.25,12.03,610.65,MOF-5,3500.0,0.8,9,8.73,3.35,5.62,42.48,72.78,102.8,14.46,1.66,199.61,1453.12,17.21,103.89,78.94
48.24,6.51,11.35,1698.89,MEA,0.5,1.2,7,8.1,3.71,4.46,51.9,52.53,126.34,13.05,5.31,129.17,3994.32,36.54,254.4,199.65
99.34,3.08,5.9,1173.02,Activated Carbon,1200.0,1.5,6,6.4,3.16,2.96,29.88,75.44,92.05,24.51,8.68,187.99,4352.39,39.5,63.0,297.95
113.69,4.89,8.99,1593.23,Amine-Grafted Silica,900.0,1.1,8,8.98,4.29,2.65,48.62,84.07,131.0,22.44,7.06,119.65,3422.73,32.57,146.77,503.54
87.76,8.29,5.97,1196.1,MOF-5,3500.0,0.8,9,6.65,4.2,2.05,52.89,61.8,85.62,27.83,8.01,60.54,4670.37,39.59,41.5,358.83
70.85,2.89,8.99,1367.82,MOF-5,3500.0,0.8,9,7.78,1.23,4.35,26.59,93.1,110.75,12.15,1.79,225.24,2707.09,22.94,208.04,292.07
115.13,3.18,9.34,1237.03,Amine-Grafted Silica,900.0,1.1,8,5.27,3.87,2.2,58.75,71.44,121.28,12.22,4.78,56.73,3764.59,7.25,132.62,399.88
91.09,2.87,6.95,586.58,MEA,0.5,1.2,7,5.75,2.2,3.93,16.34,65.48,115.37,26.69,7.25,197.6,2196.56,14.13,54.61,97.49
69.61,9.16,8.3,705.56,MEA,0.5,1.2,7,6.14,2.45,4.24,28.83,52.63,105.03,32.94,0.54,21.15,4162.38,30.0,80.9,87.37
69.21,8.16,9.36,1707.33,Zeolite 13X,600.0,1.0,8,7.67,2.44,3.91,38.74,50.78,127.39,19.63,1.75,250.73,3510.06,41.97,231.57,221.17
30.97,8.84,14.63,399.38,MEA,0.5,1.2,7,6.28,1.42,3.46,30.93,86.55,143.63,35.19,2.18,117.29,4244.61,49.89,103.41,99.61
88.01,5.27,8.81,1437.54,Zeolite 13X,600.0,1.0,8,7.08,4.78,4.88,27.19,55.95,100.51,23.12,5.34,193.3,4980.9,13.11,113.55,164.48
71.9,3.44,17.49,362.48,Activated Carbon,1200.0,1.5,6,8.98,3.21,3.4,9.89,87.08,131.16,27.77,8.11,112.48,3082.77,5.66,101.45,92.57
39.27,9.9,5.91,1870.0,MEA,0.5,1.2,7,8.64,2.92,4.48,58.52,81.18,88.04,15.84,6.68,241.68,3717.74,45.93,109.59,338.1
96.62,2.47,13.95,387.08,Zeolite 13X,600.0,1.0,8,6.44,4.21,2.9,56.41,86.56,99.02,20.01,7.75,278.32,3101.58,27.01,73.9,115.14
67.85,5.87,5.26,568.37,Zeolite 13X,600.0,1.0,8,7.41,4.49,2.94,33.31,69.23,87.81,39.93,8.88,152.32,1457.75,41.36,8.58,133.38
39.73,7.08,12.95,835.48,Activated Carbon,1200.0,1.5,6,6.86,2.11,2.88,19.04,86.15,120.61,24.56,3.99,139.31,4897.4,29.51,177.51,249.05
58.48,5.48,10.96,1768.76,Activated Carbon,1200.0,1.5,6,6.95,4.09,5.63,10.53,51.46,122.66,20.7,9.13,86.3,4377.11,36.64,238.17,161.38
